q1,q2,q3,q4,q5,mis1,mis2,mis3,mis4,mis5,sample
7.333,8.569,12.511,18.835,15.640,0.091,0.124,0.185,0.044,0.013,unm
11.463,10.617,13.724,14.592,16.792,0.071,0.201,0.010,0.009,0.021,unm
6.642,8.836,7.931,7.728,8.620,0.014,0.016,0.034,0.100,0.124,unm
12.572,13.657,7.973,7.869,10.533,0.004,0.007,0.013,0.144,0.009,unm
11.465,12.024,13.824,11.094,7.396,0.035,0.038,0.044,0.064,0.035,unm
11.978,9.990,9.681,7.594,10.944,0.023,0.028,0.006,0.147,0.006,unm
12.885,13.851,14.257,10.458,9.357,0.112,0.022,0.100,0.032,0.016,unm
17.802,14.976,12.176,9.998,8.636,0.042,0.045,0.016,0.023,0.039,unm
13.108,14.936,15.664,10.851,14.231,0.052,0.076,0.009,0.021,0.012,unm
9.339,12.583,12.724,10.148,10.754,0.025,0.009,0.026,0.032,0.096,unm
13.418,9.641,10.756,12.724,12.224,0.071,0.053,0.025,0.007,0.013,unm
19.189,27.601,18.905,12.755,18.641,0.008,0.003,0.013,0.013,0.014,unm
8.308,9.302,9.914,9.352,7.310,0.073,0.040,0.013,0.018,0.004,unm
13.666,16.300,10.656,11.944,9.344,0.011,0.018,0.435,0.055,0.020,unm
10.795,13.239,13.654,10.971,10.102,0.037,0.147,0.034,0.005,0.031,unm
4.455,10.494,10.813,6.223,8.928,0.025,0.013,0.014,0.041,0.009,unm
8.441,9.562,12.693,15.497,10.561,0.046,0.037,0.043,0.048,0.049,unm
12.240,8.159,8.329,6.836,8.733,0.017,0.068,0.103,0.179,0.026,unm
8.274,8.429,8.457,8.769,7.782,0.011,0.007,0.013,0.014,0.379,unm
11.391,14.718,11.348,14.365,13.120,0.122,0.028,0.010,0.084,0.136,unm
10.903,12.511,12.019,10.779,7.184,0.062,0.015,0.053,0.030,0.081,unm
7.642,8.383,9.818,10.470,11.715,0.201,0.050,0.043,0.145,0.060,unm
13.462,11.614,10.005,10.677,8.460,0.027,0.047,0.161,0.125,0.040,unm
9.929,8.328,11.056,11.847,13.214,0.014,0.109,0.007,0.018,0.014,unm
8.007,7.947,8.735,12.170,14.025,0.048,0.095,0.109,0.100,0.030,unm
9.071,7.722,8.907,10.711,11.846,0.017,0.030,0.047,0.070,0.024,unm
18.319,11.737,8.557,7.414,7.767,0.025,0.039,0.113,0.049,0.037,unm
15.902,9.354,10.666,10.938,10.949,0.012,0.064,0.022,0.026,0.010,unm
7.940,10.181,12.148,14.022,13.430,0.085,0.099,0.075,0.082,0.076,unm
5.949,10.588,7.668,8.698,13.980,0.123,0.053,0.082,0.189,0.064,unm
8.489,11.287,16.493,17.329,13.566,0.049,0.015,0.019,0.025,0.158,unm
10.289,11.908,14.387,14.196,14.311,0.024,0.131,0.038,0.012,0.040,unm
6.591,6.339,9.649,11.428,17.036,0.146,0.136,0.013,0.033,0.007,unm
10.893,11.884,13.881,10.551,8.912,0.028,0.149,0.037,0.045,0.087,unm
15.058,18.556,15.902,9.354,10.666,0.034,0.007,0.012,0.064,0.022,unm
13.260,16.040,11.593,13.357,16.066,0.013,0.018,0.011,0.008,0.032,unm
8.259,16.126,16.181,14.552,20.243,0.020,0.017,0.033,0.003,0.021,unm
10.938,10.949,9.205,9.617,11.194,0.026,0.010,0.177,0.123,0.006,unm
5.927,6.694,6.370,7.429,5.653,0.039,0.044,0.094,0.087,0.048,unm
15.828,12.488,12.975,12.809,12.605,0.037,0.020,0.031,0.040,0.002,unm
11.896,11.818,10.332,14.795,15.497,0.008,0.025,0.017,0.010,0.009,unm
15.016,12.553,14.549,20.388,17.143,0.033,0.065,0.005,0.011,0.044,unm
7.668,8.698,13.980,16.477,13.780,0.082,0.189,0.064,0.052,0.005,unm
10.046,9.378,10.359,12.702,16.360,0.057,0.044,0.074,0.077,0.038,unm
8.755,11.378,12.647,13.661,9.856,0.189,0.071,0.047,0.007,0.228,unm
18.107,22.440,20.137,12.998,5.928,0.055,0.022,0.074,0.041,0.214,unm
9.354,14.010,16.617,11.083,8.230,0.043,0.038,0.029,0.096,0.038,unm
8.629,7.513,10.512,12.829,15.540,0.039,0.019,0.073,0.092,0.008,unm
6.656,6.784,9.058,10.841,11.800,0.051,0.063,0.026,0.009,0.045,unm
12.632,10.188,8.824,10.023,13.148,0.025,0.018,0.030,0.045,0.057,unm
8.419,7.392,7.788,7.768,9.496,0.138,0.090,0.225,0.068,0.107,unm
9.623,9.646,13.112,13.389,10.204,0.014,0.022,0.020,0.044,0.061,unm
14.589,13.990,10.068,10.640,8.712,0.054,0.026,0.049,0.019,0.059,unm
12.580,16.508,11.737,9.738,12.118,0.047,0.005,0.010,0.055,0.019,unm
9.620,10.971,9.616,9.590,9.828,0.140,0.015,0.040,0.053,0.134,unm
12.821,9.036,8.867,7.829,8.832,0.070,0.043,0.067,0.061,0.121,unm
10.376,10.960,15.689,15.636,11.581,0.071,0.107,0.070,0.030,0.031,unm
14.118,12.328,16.555,15.556,12.610,0.025,0.114,0.050,0.061,0.062,unm
13.179,9.216,8.920,11.156,11.587,0.010,0.034,0.043,0.017,0.081,unm
6.928,7.492,9.934,10.306,12.000,0.157,0.268,0.039,0.050,0.125,unm
12.452,12.223,8.387,9.035,11.028,0.017,0.019,0.027,0.094,0.017,unm
8.620,11.100,10.622,7.744,8.660,0.018,0.092,0.061,0.069,0.012,unm
16.228,12.082,14.537,21.683,14.515,0.044,0.094,0.025,0.009,0.047,unm
7.594,10.944,11.497,10.364,9.436,0.147,0.006,0.024,0.023,0.035,unm
8.911,8.049,14.105,14.355,17.683,0.048,0.057,0.066,0.093,0.051,unm
17.861,25.979,18.950,14.712,17.097,0.007,0.003,0.025,0.069,0.037,unm
11.478,10.490,11.676,16.875,15.789,0.052,0.050,0.004,0.009,0.005,unm
12.195,9.820,9.531,10.907,9.512,0.002,0.016,0.019,0.036,0.137,unm
8.370,8.937,9.821,8.152,12.479,0.258,0.264,0.046,0.175,0.012,unm
12.812,8.262,10.188,9.964,9.730,0.031,0.054,0.115,0.045,0.022,unm
14.314,9.759,11.600,12.840,10.688,0.006,0.003,0.135,0.040,0.001,unm
10.816,12.094,8.610,11.267,11.181,0.110,0.024,0.049,0.021,0.150,unm
12.244,17.888,15.399,11.595,12.146,0.022,0.021,0.019,0.063,0.006,unm
11.930,10.678,14.042,14.399,10.460,0.018,0.057,0.084,0.026,0.038,unm
11.543,13.261,13.823,14.176,14.647,0.074,0.111,0.082,0.012,0.012,unm
9.590,9.828,10.334,8.736,8.682,0.053,0.134,0.044,0.009,0.040,unm
7.955,12.530,14.456,10.794,13.103,0.054,0.007,0.005,0.057,0.022,unm
9.410,6.604,8.057,5.864,9.872,0.036,0.224,0.086,0.223,0.124,unm
11.898,8.694,10.265,12.626,11.310,0.003,0.103,0.103,0.070,0.035,unm
11.885,10.271,11.005,12.499,6.875,0.006,0.042,0.065,0.013,0.027,unm
11.118,13.296,19.778,16.104,9.933,0.176,0.129,0.037,0.021,0.015,unm
8.308,8.139,7.620,7.577,7.700,0.012,0.168,0.027,0.035,0.035,unm
19.600,18.161,12.311,13.606,16.719,0.004,0.006,0.117,0.046,0.051,unm
8.812,8.402,7.919,10.202,12.354,0.037,0.024,0.047,0.055,0.054,unm
13.950,9.708,10.017,9.782,9.773,0.017,0.027,0.059,0.039,0.029,unm
9.215,10.578,11.878,12.297,11.233,0.015,0.038,0.005,0.022,0.149,unm
11.093,10.728,11.502,12.977,14.761,0.007,0.072,0.069,0.013,0.030,unm
15.588,9.012,9.729,13.862,7.544,0.019,0.014,0.017,0.006,0.046,unm
10.287,8.303,5.664,7.042,6.989,0.013,0.062,0.165,0.161,0.012,unm
13.218,9.651,9.958,9.534,10.379,0.035,0.075,0.029,0.194,0.111,unm
16.181,14.552,20.243,18.319,11.737,0.033,0.003,0.021,0.025,0.039,unm
13.540,10.742,9.637,9.952,11.056,0.027,0.094,0.120,0.013,0.084,unm
17.060,14.241,8.895,11.649,17.118,0.022,0.040,0.090,0.005,0.020,unm
16.846,17.377,14.101,16.024,22.248,0.041,0.037,0.047,0.032,0.023,unm
8.796,10.243,9.701,6.829,7.940,0.071,0.085,0.087,0.070,0.085,unm
9.875,10.486,8.934,11.996,19.301,0.044,0.059,0.033,0.033,0.032,unm
19.147,12.450,14.518,18.860,12.992,0.002,0.053,0.027,0.009,0.127,unm
8.457,8.769,7.782,9.966,8.454,0.013,0.014,0.379,0.020,0.040,unm
8.964,8.821,7.408,10.039,7.533,0.105,0.075,0.265,0.017,0.025,unm
12.755,14.851,8.736,11.472,14.198,0.034,0.007,0.058,0.060,0.050,unm
6.037,6.309,10.854,14.470,13.074,0.013,0.044,0.098,0.013,0.303,unm
6.654,8.103,10.064,10.765,10.873,0.196,0.199,0.010,0.023,0.042,unm
8.355,8.515,8.607,10.781,10.710,0.024,0.045,0.101,0.012,0.017,unm
8.236,9.741,12.532,11.417,11.726,0.089,0.146,0.084,0.046,0.083,unm
8.013,12.420,14.707,10.244,9.711,0.292,0.030,0.013,0.008,0.020,unm
10.872,10.872,10.952,8.027,8.872,0.011,0.011,0.020,0.220,0.117,unm
16.204,9.882,10.584,9.732,9.854,0.007,0.034,0.039,0.070,0.028,unm
9.519,9.365,5.126,8.419,5.572,0.037,0.053,0.078,0.051,0.028,unm
15.344,15.370,12.215,12.657,11.941,0.091,0.051,0.052,0.007,0.005,unm
6.575,11.165,13.391,11.918,13.335,0.082,0.052,0.061,0.065,0.008,unm
9.356,9.040,9.010,7.786,8.172,0.012,0.045,0.009,0.046,0.013,unm
6.851,5.566,6.047,10.545,19.402,0.161,0.064,0.280,0.013,0.019,unm
9.463,8.356,9.753,12.050,14.433,0.005,0.197,0.083,0.005,0.033,unm
9.860,6.611,10.170,8.556,8.425,0.024,0.045,0.013,0.057,0.102,unm
10.630,18.817,15.588,9.012,9.729,0.028,0.011,0.019,0.014,0.017,unm
10.321,10.413,10.136,17.985,20.510,0.056,0.026,0.035,0.024,0.018,unm
10.399,14.695,14.672,11.655,14.190,0.002,0.009,0.010,0.012,0.024,unm
8.684,8.373,7.599,7.648,7.243,0.076,0.038,0.051,0.014,0.181,unm
9.467,11.227,10.755,13.484,14.555,0.116,0.013,0.042,0.061,0.060,unm
11.743,10.695,12.030,14.117,13.667,0.024,0.175,0.034,0.029,0.036,unm
14.090,11.378,13.801,10.776,9.784,0.005,0.028,0.027,0.003,0.040,unm
13.239,13.654,10.971,10.102,9.471,0.147,0.034,0.005,0.031,0.026,unm
16.403,15.040,12.025,6.307,6.848,0.044,0.028,0.020,0.065,0.090,unm
9.068,11.270,11.121,13.122,11.594,0.028,0.035,0.211,0.031,0.153,unm
7.507,11.799,12.315,8.193,8.672,0.173,0.025,0.017,0.067,0.053,unm
13.111,11.682,8.676,10.525,13.346,0.015,0.015,0.105,0.092,0.051,unm
12.229,10.999,10.369,10.081,14.030,0.136,0.013,0.036,0.020,0.016,unm
12.342,12.413,9.482,10.471,5.328,0.009,0.008,0.060,0.039,0.053,unm
13.758,12.806,7.347,7.282,7.977,0.086,0.045,0.031,0.084,0.040,unm
11.695,6.037,6.338,10.672,11.399,0.026,0.003,0.025,0.020,0.001,unm
7.700,7.873,7.000,7.047,5.667,0.035,0.015,0.042,0.008,0.010,unm
11.676,10.356,11.629,11.250,12.279,0.018,0.050,0.020,0.025,0.078,unm
15.926,10.223,10.173,9.426,12.247,0.012,0.020,0.064,0.376,0.002,unm
9.959,11.840,9.241,10.711,10.454,0.005,0.005,0.004,0.010,0.073,unm
16.662,11.072,8.121,8.936,10.048,0.041,0.167,0.176,0.218,0.086,unm
7.114,10.666,13.668,13.406,16.073,0.099,0.099,0.043,0.055,0.022,unm
10.096,11.965,10.605,12.671,13.373,0.134,0.018,0.124,0.058,0.034,unm
10.258,10.754,5.995,8.084,6.607,0.027,0.027,0.039,0.031,0.105,unm
8.925,8.641,9.533,12.278,11.278,0.090,0.267,0.261,0.153,0.243,unm
8.712,8.949,9.400,10.820,8.959,0.096,0.089,0.070,0.030,0.170,unm
13.206,14.290,13.656,15.757,13.889,0.021,0.011,0.025,0.078,0.131,unm
13.885,15.618,15.459,13.061,13.812,0.025,0.012,0.073,0.066,0.023,unm
15.331,13.170,6.470,10.627,11.898,0.028,0.049,0.112,0.042,0.036,unm
6.610,6.439,7.238,9.149,8.548,0.040,0.037,0.090,0.018,0.078,unm
15.539,12.804,14.362,13.321,12.346,0.006,0.160,0.010,0.023,0.016,unm
13.958,7.533,7.238,9.578,13.060,0.003,0.005,0.021,0.035,0.019,unm
11.632,11.958,12.518,10.988,15.902,0.018,0.063,0.028,0.151,0.004,unm
7.336,6.201,7.704,7.992,8.123,0.031,0.171,0.040,0.071,0.063,unm
19.947,13.640,10.260,9.149,10.381,0.040,0.071,0.022,0.185,0.189,unm
15.757,13.797,10.792,14.378,14.938,0.061,0.070,0.010,0.001,0.008,unm
14.655,12.372,9.496,8.499,10.757,0.076,0.066,0.073,0.147,0.018,unm
11.439,11.259,7.067,8.653,9.571,0.023,0.011,0.131,0.056,0.024,unm
10.739,11.326,10.921,15.100,17.495,0.011,0.012,0.029,0.011,0.058,unm
15.169,10.415,11.211,11.944,9.545,0.009,0.003,0.049,0.009,0.086,unm
14.899,13.472,7.784,12.750,12.822,0.058,0.026,0.210,0.040,0.051,unm
8.879,7.300,8.325,7.831,9.003,0.101,0.165,0.044,0.132,0.050,unm
8.789,10.706,12.797,11.160,13.102,0.054,0.048,0.035,0.043,0.004,unm
7.240,13.336,13.927,13.628,6.081,0.115,0.040,0.030,0.031,0.040,unm
12.229,14.438,14.243,10.357,9.445,0.098,0.059,0.009,0.012,0.005,unm
6.359,6.373,8.556,8.691,7.866,0.055,0.025,0.055,0.031,0.041,unm
8.486,7.867,8.751,10.285,9.161,0.113,0.067,0.078,0.012,0.005,unm
16.146,19.214,13.061,8.693,9.598,0.021,0.013,0.039,0.077,0.125,unm
16.356,17.175,11.993,12.009,12.548,0.022,0.001,0.005,0.045,0.006,unm
8.595,9.157,9.127,12.363,11.194,0.089,0.033,0.054,0.042,0.020,unm
8.091,11.398,10.695,8.948,9.510,0.032,0.012,0.072,0.068,0.025,unm
7.505,6.898,9.885,9.455,10.226,0.048,0.187,0.036,0.071,0.142,unm
9.750,14.107,16.880,13.733,14.639,0.069,0.129,0.030,0.033,0.036,unm
12.379,9.108,9.584,10.540,9.822,0.045,0.221,0.411,0.188,0.104,unm
9.833,7.500,8.434,9.775,11.995,0.112,0.121,0.027,0.056,0.011,unm
15.217,11.513,13.208,14.642,13.599,0.015,0.009,0.021,0.039,0.006,unm
16.198,18.408,11.730,16.293,18.962,0.004,0.008,0.126,0.145,0.016,unm
12.450,14.518,18.860,12.992,8.479,0.053,0.027,0.009,0.127,0.070,unm
6.326,7.376,7.398,5.087,8.252,0.145,0.139,0.077,0.122,0.038,unm
9.101,12.696,7.449,6.777,6.975,0.150,0.009,0.022,0.117,0.017,unm
7.007,9.770,9.199,13.592,15.436,0.015,0.017,0.076,0.040,0.065,unm
13.337,15.504,12.592,11.601,12.532,0.015,0.038,0.287,0.069,0.112,unm
5.595,7.260,6.250,9.233,8.898,0.106,0.052,0.065,0.020,0.107,unm
8.831,8.585,10.622,7.567,8.558,0.008,0.042,0.021,0.050,0.049,unm
9.476,16.964,24.471,18.312,14.163,0.165,0.076,0.022,0.037,0.008,unm
7.495,7.807,7.446,8.124,7.903,0.019,0.119,0.066,0.027,0.080,unm
6.080,6.201,6.544,8.034,9.386,0.154,0.077,0.059,0.014,0.090,unm
11.479,19.810,15.334,9.104,9.527,0.068,0.020,0.022,0.005,0.011,unm
9.216,8.759,9.626,8.903,8.927,0.072,0.024,0.001,0.006,0.010,unm
11.498,10.267,9.902,6.298,8.109,0.041,0.032,0.036,0.109,0.113,unm
7.995,9.466,6.930,9.261,8.840,0.133,0.046,0.210,0.080,0.054,unm
11.289,13.107,12.684,14.441,12.882,0.205,0.231,0.191,0.007,0.040,unm
15.975,13.148,16.010,14.075,8.488,0.028,0.012,0.028,0.007,0.007,unm
10.434,9.567,8.509,9.760,8.503,0.024,0.032,0.088,0.007,0.010,unm
13.084,16.957,11.259,9.207,7.805,0.005,0.007,0.014,0.032,0.043,unm
21.447,15.974,13.251,12.982,11.838,0.010,0.083,0.012,0.026,0.027,unm
12.366,11.457,11.638,11.023,10.932,0.022,0.057,0.020,0.044,0.037,unm
13.892,12.942,10.877,12.311,9.914,0.020,0.023,0.207,0.023,0.133,unm
6.354,6.928,7.492,9.934,10.306,0.072,0.157,0.268,0.039,0.050,unm
10.301,9.925,6.037,8.601,16.549,0.017,0.018,0.119,0.071,0.007,unm
15.140,14.570,10.713,10.828,4.455,0.010,0.006,0.038,0.046,0.052,unm
9.839,8.542,9.340,19.128,24.222,0.058,0.144,0.055,0.065,0.059,unm
8.813,11.012,9.430,11.322,12.255,0.059,0.014,0.052,0.030,0.008,unm
14.513,13.371,19.107,15.173,9.190,0.111,0.027,0.031,0.007,0.021,unm
12.060,17.688,17.511,14.767,17.361,0.019,0.013,0.034,0.023,0.018,unm
6.249,6.223,8.320,12.390,8.462,0.200,0.009,0.006,0.008,0.014,unm
10.069,10.543,9.124,8.728,9.014,0.027,0.007,0.061,0.120,0.039,unm
12.950,10.828,6.182,6.882,9.249,0.122,0.071,0.023,0.032,0.019,unm
15.289,8.501,8.645,11.391,14.718,0.012,0.006,0.059,0.122,0.028,unm
6.766,7.253,6.107,6.067,5.886,0.034,0.019,0.048,0.041,0.111,unm
10.356,13.677,12.862,11.482,10.146,0.111,0.049,0.007,0.015,0.042,unm
17.972,14.295,15.735,13.006,15.152,0.004,0.056,0.015,0.033,0.040,unm
11.737,9.738,12.118,14.557,11.618,0.010,0.055,0.019,0.011,0.020,unm
11.760,16.997,15.387,22.107,15.009,0.028,0.016,0.009,0.002,0.041,unm
3.983,9.259,5.744,9.239,9.221,0.044,0.061,0.073,0.047,0.051,unm
9.862,11.839,14.205,20.025,16.861,0.168,0.095,0.014,0.006,0.007,unm
16.313,7.602,8.736,8.021,5.328,0.007,0.086,0.130,0.061,0.078,unm
9.591,12.026,13.714,10.348,9.914,0.006,0.021,0.014,0.008,0.020,unm
8.053,10.885,16.813,14.676,13.308,0.035,0.044,0.038,0.028,0.037,unm
8.555,10.181,10.019,5.782,11.049,0.016,0.012,0.056,0.094,0.035,unm
9.915,11.456,10.265,9.465,10.300,0.294,0.003,0.006,0.219,0.005,unm
9.360,7.352,7.936,7.144,7.251,0.057,0.116,0.047,0.087,0.037,unm
10.542,9.105,6.727,12.632,14.879,0.033,0.029,0.150,0.047,0.049,unm
9.729,8.672,11.013,10.695,10.017,0.012,0.015,0.012,0.028,0.038,unm
7.242,7.993,9.475,8.560,10.196,0.053,0.104,0.014,0.091,0.103,unm
7.796,9.352,9.237,8.252,4.780,0.109,0.045,0.056,0.058,0.066,unm
11.311,10.787,10.474,8.194,7.708,0.021,0.047,0.055,0.121,0.356,unm
12.375,10.478,4.855,9.466,7.182,0.065,0.066,0.062,0.059,0.049,unm
7.175,9.968,11.979,12.124,9.312,0.023,0.057,0.015,0.020,0.044,unm
9.514,9.780,9.712,11.348,12.011,0.024,0.057,0.054,0.083,0.131,unm
9.137,11.554,11.853,10.478,8.166,0.016,0.001,0.002,0.054,0.203,unm
8.809,9.428,4.645,10.258,10.754,0.100,0.042,0.037,0.027,0.027,unm
7.433,8.157,9.396,5.900,10.436,0.045,0.011,0.024,0.070,0.021,unm
11.829,13.490,17.017,12.223,10.985,0.043,0.039,0.007,0.003,0.099,unm
8.188,9.087,13.002,15.796,12.478,0.043,0.068,0.030,0.018,0.083,unm
13.589,11.700,11.444,11.833,15.685,0.057,0.039,0.033,0.070,0.097,unm
8.885,8.859,9.356,9.040,9.010,0.012,0.035,0.012,0.045,0.009,unm
8.406,10.561,11.808,8.595,9.923,0.021,0.090,0.026,0.003,0.004,unm
18.091,14.526,15.609,13.836,13.073,0.005,0.027,0.002,0.005,0.032,unm
9.105,11.863,7.615,13.575,15.629,0.015,0.010,0.032,0.001,0.004,unm
10.776,9.784,9.821,8.571,7.550,0.003,0.040,0.017,0.054,0.086,unm
10.090,10.484,9.537,7.680,13.161,0.028,0.052,0.003,0.040,0.022,unm
8.384,8.678,10.599,12.550,9.505,0.083,0.070,0.053,0.053,0.044,unm
15.904,16.762,13.899,12.024,12.884,0.012,0.001,0.003,0.209,0.006,unm
15.995,10.151,12.575,14.929,13.982,0.019,0.028,0.068,0.043,0.009,unm
18.155,12.313,8.545,8.433,11.471,0.039,0.103,0.066,0.492,0.079,unm
11.399,11.902,11.794,13.807,15.288,0.014,0.017,0.027,0.034,0.034,unm
14.610,11.993,9.463,11.559,8.302,0.010,0.037,0.150,0.148,0.293,unm
13.154,15.298,14.812,11.930,12.988,0.011,0.065,0.025,0.049,0.008,unm
10.727,13.105,10.345,13.113,11.581,0.136,0.024,0.142,0.017,0.053,unm
8.464,6.128,7.791,6.109,10.940,0.051,0.105,0.099,0.101,0.029,unm
12.764,12.664,10.822,10.224,8.344,0.021,0.005,0.010,0.004,0.007,unm
9.110,9.216,8.759,9.626,8.903,0.063,0.072,0.024,0.001,0.006,unm
17.652,11.807,8.053,8.382,9.077,0.029,0.038,0.053,0.029,0.081,unm
16.279,19.062,13.375,11.520,11.297,0.005,0.007,0.019,0.105,0.016,unm
10.702,9.496,6.295,6.094,7.697,0.046,0.034,0.125,0.015,0.033,unm
11.356,14.584,16.672,15.334,13.781,0.027,0.007,0.007,0.007,0.015,unm
10.456,10.185,8.451,7.658,5.558,0.073,0.044,0.038,0.041,0.139,unm
12.641,16.137,14.503,14.961,17.431,0.009,0.028,0.007,0.062,0.014,unm
16.096,13.620,12.517,14.786,12.115,0.011,0.026,0.072,0.017,0.020,unm
11.263,14.653,18.394,12.934,10.833,0.019,0.021,0.024,0.046,0.024,unm
12.215,13.795,9.862,7.358,9.564,0.085,0.033,0.187,0.006,0.006,unm
15.074,12.209,13.811,9.610,10.259,0.084,0.044,0.100,0.007,0.007,unm
10.002,14.102,14.725,9.305,8.985,0.036,0.006,0.027,0.056,0.048,unm
7.136,8.917,7.978,10.272,13.095,0.031,0.026,0.026,0.011,0.011,unm
16.937,13.395,13.572,17.518,12.196,0.038,0.046,0.009,0.004,0.051,unm
12.244,19.139,13.319,12.894,13.467,0.037,0.019,0.007,0.002,0.005,unm
9.819,12.292,13.039,9.533,9.859,0.076,0.050,0.031,0.004,0.017,unm
16.365,14.855,8.818,8.789,8.210,0.021,0.025,0.065,0.024,0.072,unm
8.058,6.561,5.771,5.786,9.091,0.028,0.022,0.047,0.185,0.076,unm
11.274,9.588,7.119,7.576,9.421,0.075,0.168,0.243,0.158,0.058,unm
13.239,8.166,9.281,8.034,9.936,0.061,0.019,0.026,0.039,0.165,unm
11.591,13.989,15.266,16.233,19.964,0.025,0.075,0.041,0.036,0.028,unm
12.527,16.423,13.239,8.166,9.281,0.154,0.045,0.061,0.019,0.026,unm
9.847,12.173,10.932,6.724,7.998,0.013,0.019,0.037,0.166,0.061,unm
11.084,10.271,9.450,8.102,9.065,0.008,0.017,0.019,0.056,0.053,unm
10.080,9.849,9.460,9.882,9.994,0.053,0.005,0.008,0.004,0.015,unm
8.244,9.448,9.081,11.757,10.499,0.032,0.051,0.132,0.012,0.028,unm
14.998,9.999,13.247,13.285,10.836,0.014,0.232,0.037,0.030,0.228,unm
9.686,11.994,19.390,15.653,12.850,0.069,0.112,0.032,0.025,0.024,unm
7.864,8.853,10.100,10.581,6.514,0.099,0.086,0.164,0.053,0.018,unm
12.226,8.600,6.418,7.563,5.275,0.027,0.082,0.108,0.039,0.037,unm
8.176,5.807,6.287,8.107,8.485,0.058,0.144,0.211,0.053,0.026,unm
8.264,7.287,10.744,17.384,15.614,0.019,0.025,0.032,0.025,0.029,unm
16.915,12.302,8.308,7.365,9.364,0.021,0.047,0.101,0.226,0.043,unm
10.396,9.940,12.159,13.025,10.183,0.039,0.142,0.070,0.032,0.190,unm
14.626,17.220,20.267,18.210,15.074,0.029,0.011,0.044,0.080,0.084,unm
17.143,13.053,11.774,12.719,12.525,0.044,0.033,0.094,0.007,0.014,unm
12.849,11.333,10.423,11.768,13.882,0.036,0.083,0.028,0.083,0.011,unm
10.841,10.450,8.518,10.352,17.451,0.097,0.050,0.182,0.072,0.010,unm
7.609,9.283,8.655,12.255,19.881,0.341,0.069,0.054,0.017,0.013,unm
6.725,8.875,10.666,11.933,11.969,0.071,0.114,0.095,0.039,0.047,unm
15.597,12.018,13.306,10.964,10.716,0.034,0.026,0.005,0.108,0.021,unm
20.388,17.143,13.053,11.774,12.719,0.011,0.044,0.033,0.094,0.007,unm
17.729,22.575,15.952,11.616,19.212,0.020,0.017,0.045,0.133,0.013,unm
10.029,8.553,9.253,8.108,8.911,0.012,0.063,0.014,0.011,0.015,unm
11.094,12.814,12.245,7.609,9.283,0.135,0.035,0.068,0.341,0.069,unm
10.923,9.829,10.813,13.361,13.725,0.004,0.016,0.012,0.012,0.075,unm
8.116,10.164,13.589,11.700,11.444,0.170,0.113,0.057,0.039,0.033,unm
10.952,8.027,8.872,10.585,11.569,0.020,0.220,0.117,0.047,0.039,unm
11.884,13.881,10.551,8.912,7.079,0.149,0.037,0.045,0.087,0.006,unm
11.601,12.532,14.725,13.453,11.931,0.069,0.112,0.094,0.025,0.039,unm
11.454,6.907,12.061,19.056,15.194,0.100,0.247,0.109,0.042,0.012,unm
10.602,15.963,14.741,10.045,10.714,0.019,0.015,0.011,0.027,0.024,unm
18.179,15.863,17.293,19.618,24.401,0.009,0.021,0.012,0.005,0.002,unm
10.452,7.726,10.641,10.116,15.260,0.039,0.024,0.008,0.121,0.013,unm
10.872,10.952,8.027,8.872,10.585,0.011,0.020,0.220,0.117,0.047,unm
14.458,10.798,12.391,12.366,11.457,0.038,0.020,0.050,0.022,0.057,unm
6.843,4.662,7.210,6.051,9.446,0.014,0.039,0.007,0.037,0.007,unm
14.022,13.430,15.740,16.029,11.485,0.082,0.076,0.044,0.041,0.130,unm
22.789,19.417,20.057,16.503,12.125,0.006,0.022,0.018,0.024,0.099,unm
8.036,7.238,8.368,14.266,14.525,0.005,0.163,0.135,0.106,0.013,unm
10.239,8.133,8.247,15.660,21.309,0.021,0.062,0.189,0.007,0.013,unm
7.114,9.581,7.846,8.814,8.698,0.038,0.012,0.082,0.025,0.037,unm
10.066,9.096,8.544,7.341,8.722,0.070,0.117,0.059,0.156,0.123,unm
14.098,12.310,10.094,7.925,8.191,0.025,0.038,0.038,0.051,0.016,unm
14.126,12.701,17.737,15.869,13.932,0.026,0.011,0.003,0.003,0.025,unm
13.679,9.073,11.017,13.106,12.278,0.019,0.160,0.137,0.041,0.021,unm
8.906,7.974,11.448,10.591,7.347,0.052,0.026,0.023,0.037,0.069,unm
12.901,13.800,12.604,12.195,12.845,0.032,0.030,0.041,0.036,0.020,unm
8.172,6.910,9.188,13.594,14.479,0.013,0.122,0.084,0.137,0.025,unm
17.852,15.169,10.415,11.211,11.944,0.023,0.009,0.003,0.049,0.009,unm
13.882,13.774,9.362,8.740,9.330,0.011,0.008,0.159,0.254,0.219,unm
12.345,16.581,11.919,11.801,9.720,0.026,0.010,0.006,0.043,0.051,unm
7.739,6.360,8.711,8.459,9.563,0.127,0.155,0.065,0.194,0.204,unm
10.087,7.824,7.420,10.249,9.133,0.005,0.411,0.236,0.012,0.071,unm
7.449,8.326,7.634,11.077,12.815,0.163,0.071,0.023,0.017,0.015,unm
13.012,13.805,12.772,13.314,9.777,0.038,0.009,0.056,0.030,0.527,unm
16.586,12.745,6.750,9.462,6.582,0.023,0.023,0.013,0.007,0.039,unm
13.257,19.832,15.402,12.571,15.487,0.046,0.013,0.143,0.025,0.079,unm
